line_id,reference,hypothesis
n03-106-02,hip as I ever saw . That boy of,Lop we Jeocer Vaw. [lest 4eg of
n03-106-03,mine seems to know how to do,"Abe, WEL Jt Aird Ae frre Lrour fo o"
n03-106-04,"everything , when he wants to . ""","bated fe 2g , brhrecs Le nny (> “"
n03-106-05,""" 3Naw , "" disputed Willie . 3"" Just","(8 Nae obi pudeds Ay L6p0 9"" dab"
n03-106-06,play in damn fine luck this time .,ple g van Gansens frae Lech fly Phen e
n03-106-07,"He plenty smart though . "" As they",he 2% cms all Vhowe ts te joey
n03-106-08,"reached the pier , the judge on legs","-L 0 LCS fhe per, Ve free Oty 40"
n03-106-09,"that were a little unsteady , they","Lhokh rlere Gg CY Le ter Vb ba Ay | Pvt,"
n03-106-10,"found Bueno Buck , now on the",fos fu @ rc Merck Met OL Man
n03-113-01,weren't worried . We 're going to,ny csovie ed | ik te gerug fo
n03-113-02,drag the boat ashore and turn,
n03-113-03,her over . She has a foot of,kes oter. ke hoc = fat f
n03-113-04,water in her . I wouldn't be,
n03-113-05,surprised if we broke all,Le fn oh if ce brske af
n03-113-06,speed records on the way in .,
n03-113-07,"Yes sir , I am slightly wet , and",
n03-113-08,Buck would be wetter if he,
n03-113-09,"had more clothes on . ""","Faia tt Lut ore. ow, we oz 7"
n03-120-00,With four doing the job and the waves,VWhady four dora thie /°° ONY fhe waves
n03-120-02,dragged out but before it was turned,ara 4 see our Bul before yr Was Yurtned
n03-120-03,over Bueno Buck reached into the foot,rver Bueno Ruc& reached tafo Lhe. oor
n03-120-04,"of water , tossed out a string of silvery","of wa ter, Sossecl eCuta string or Svitery"
n03-120-05,"lake trout and said - 3"" Bill , he 's better",lake. frout And sare -— &°Rd 4eS Seer
n03-120-06,"man at catch 'em than Injun , Judge .",VVA/) Qr carch t/n Aan Mayan 1 Joe
n03-120-07,You look . Little one more as fifteen,You [ook Little One CHOTE AS 4i Freer
n03-120-08,"inches . Maybe big one four feet ,","inches. M0 y be 6-5 ON feur reer ,"
n03-126-00,""" By George , that is a beautiful string of fish ! ""","Dy George, Halcro Geaaitzed play pe"
n03-126-01,"exclaimed the judge . "" Toss them on the grass",HAN gdnet Ms probe. oe ere. Q- Ae oa
n03-126-03,few moments later the yawl was upside,ye a a or Me yal arae gees
n03-126-04,"down , exposing its shallow keel .",
n04-015-00,A submariner's wife needed to be spared as much,A sulomariner's wsle needed lo be Spared as mud
n04-015-01,as possible . Anyway the Parsifal affair was far,AS pecachle . Any way {ho Farsi al alfosy WAS {av
n04-015-02,too fresh in both their minds to be a comfortable,loo hesh in both dhe minds Lo bea comtoriahle
n04-015-04,We can do with the extra money . It 'll just about,We can do uth the exHa money . WU cust about
n04-015-05,"pay Jacky's school fees . "" "" What shall we do","PON jo2y'¢ Sool feos."" ""(Whol shall we cle"
n04-015-06,about this house ? - and Jill's school ? - and oh !,akeut thus houses - and Qul's sGoe’ 2 - and oh!
n04-022-00,If I 'd known what it would be like I 'd sooner,\| S!d Prown Wwhod UF would fre Uke 5'd ceenav
n04-022-02,"work on Sundays , "" he said . "" They 're worse off than","Ooh On Suund anys . ho Saud, \ they're ware @\f thaw"
n04-022-03,submariners . You ought to have married that fat,Qu lomavinwS. You oucht to have mawied + hat lat
n04-022-04,stockbroker chap and shared him with his three,Stove kor Chay and Shaved lim woth his 4 hveo
n04-022-05,mistresses . Anyway it might be much worse .,WMuskresses . Any roay a migh’ loe mud Warde -
n04-022-06,Pericles is a Portsmouth boat . She spends longer,reviclles iS Qa Parts mouth beal . Sho goonds Longer
n04-022-07,in harbour than any other submarine .,in havloouv than aul othov sulomanve S|
n04-031-00,"Practically a shore job . Cheer up . "" She wiped","Rrachcally a shove gol. Cheer uy."" Sho wseped"
n04-031-01,"her eyes and reached for her address book . "" I 'll",hey SWES and veacwd {ov hey addvees load . 40
n04-031-02,write to those agents and try to get a flat in,wre dodhose agenls and tyro wt a Wot in
n04-031-03,"Alverstoke , "" she said . "" But I don't know what",Nversieke fh gho gard. ‘Pal § dou! + Pnow Ulat
n04-031-05,blessing that Jacky 's off to boarding school .,nlosaing (hot Je2y's o\\ to oavdung sock.
n04-031-06,And all the trouble you 've taken with the,Wad oli Vw woul You've Vabon usd h tho
n04-039-00,"That little beast , Robbie Munyard ! "" Having","thot Llbe beast, Robloie Kunyard \"" Having"
n04-039-01,said her say Peggy manfully shouldered her,"Baud her sayy Peggy manuiully, should eve ev"
n04-039-03,another home . In the ten years of married life,another hawe. lw dhe Len years @ mavined Lle
n04-039-04,this had already happened half a dozen times .,{has hod allveadiy happencd olf a dozen Limes
n04-039-05,Such is the life of a naval officer's wife .,Sadi is the Le of anavall allicev's uscbe .
n04-044-00,John's father had been a naval officer of the old,Johals lather had Dean a naval alcev af the atd
n04-044-01,school ; some of his rigid ideas had been passed,SGoek ; Lame al Ars rigid ideas hod een (assed.
n04-044-02,on to the second generation . One of these was that,Onto thw Second Qenerahon. One of {hese LIAS {hot
n04-044-03,"an officer should join a ship , on taking up a","OW all cev gheuld Coun QA shud, Qi taking Uo @"
n04-044-04,"new appointment , at nine a.m. precisely , dressed","Ne APpernfmend at nme am. precisely , dressed"
n04-044-05,in the modern equivalent of frock-coat and sword .,in tho modern equvalanr a oQ-coat and Sod.
n04-044-06,It would have been acceptable to all concerned,dt Would have bean acceptable {o alll concerned
n04-044-07,if John had stepped into Fort Blockhouse clad in,P| ohn Nad gleaned into tort Blodhouse dad in
n04-044-08,"plain-clothes on the previous night , but ways","Sloun- clothes andthe vevious nyght, fut ways"
n04-044-09,instilled by martinet parents have a habit of,Wnalhod by mardanot Paves hove a haloct o\
n04-048-01,"famous Portsmouth hostelry , second only in historic","fame Wpitomauth Kortelng, ateand only an hurheri"
n04-048-02,"interest to The George , unhappily destroyed by German","Milind te Te Ceerge, Mihappily drokwyed hy Ferman"
n04-048-03,bombs during the last war . Having deposited his,lords dunng Mart aver. hearing cyoorba be
n04-048-04,baggage and unpacked his overnight-bag he,baggage Ciud unpacted hur orern@gAt Aa Ae
n04-048-05,went in search of a drink . The lower bar was,Oi An near oka drunk. ke lower har 00
n04-048-06,"empty , save for the lady known by all habitue",
n04-048-08,man who was staring moodily into a gin,(Man Ahe aya7 Alering Ancodiliy Anke el ati
n04-052-01,must have been worth a great deal to the proprietors,fmt faye Aten worth 0 great heal Ae Aha propre ter
n04-052-02,"of the hotel . She greeted John , however , with less","tt Ae Kot. She qpeted John, Aoweres, with Loy"
n04-052-03,than her usual cordiality and flashed a warning,Man ber Asal cerdialilg ant Parked a Liming
n04-052-04,glance at him . Evidently the other occupant,ance at Sum - Cerelenkly ty clher Cceupait
n04-052-05,of the bar was not 6persona grata . If her,ob Me har war aed Eporronce Graba Vf ber
n04-052-08,"gin ? "" He turned to Seaweed -",gin 2 He Aurned At Seanveed -
n04-060-00,""" Make it a large one , darling . I know the naval","Mahe ka Aarae one, cutting | Lneur My Marval"
n04-060-01,"habits . ' Drink gin and call each other wallahs ,","batts . ""Pyirk gin aud call cach cller Wwulltha,"
n04-060-03,"from a visit to the Royal Navy . Submarines , what .","from adit te be fryal ldng, Sbmarines , tak"
n04-060-04,"Youngest D.S.C. in the war , what ? Crawled","Younger 0.6.C.un We war, wak? CrauttA"
n04-060-05,inside a submarine casing to defuse a Jerry,
n04-060-06,bomb . Should have been a V.C.,Aeml- oul have hen ce (VLC
n04-068-01,"obviously thirsty . "" John fought back his",Ur dly Ahirrky “John fright hak bes
n04-068-02,inherited desire to snub the man . If he did he,"Miter hed clestre ke aul Mi nan, Ie Le did Ke"
n04-068-03,would have to leave the bar and either sit in,"wud bare fo Lave Ke bar rd bo, aut sn"
n04-068-04,the lounge or return to his bedroom .,
n04-068-05,Seaweed sensed his embarrassment and,"Seq wed nemntd L., orn tavatsecnent CLna"
n04-068-06,"came to the rescue . "" You haven't introduced","came be We Neoeue- ""Yoyt pO pe eee"
n04-068-07,"yourself , "" she said with mock severity .","yourself, rhe aid ail aneck arverty."
n04-075-03,nature - I assumed that you both knew who I,pyture- Janumed thu You heth briny dube |
n04-084-02,He held out his hand and John could not do,He felol. out hus fond And John coulal net ale
n04-084-04,"Commander , "" he said . "" Now what about that","Commander, he Aoad | . Now vet about that"
n04-084-06,one in return and he was lonely .,"one in return anh te wnG Lonely,"
n04-092-03,a Lieutenant-Commander . Perhaps we could,"(A ch. seo eis ~ Commeacdler, Perbops ese cial"
n04-092-04,"drop the rank - such a mouthful ! "" "" You 're",plrop the rank ~ Aude o mouthful I - You're
n04-092-06,"his glass . "" Fill it up , darling . Accuracy above","his goss. Faull it up, dlorting Acemmoy above"
n04-092-07,all else . We pride ourselves about accuracy on,all be. Uke price ourselys whovt ncewmnly on
n04-100-01,Check and counter-check - nothing but the truth .,"Cheke and court-cheee - pething but the truth,"
n04-100-04,"gin with relish . It was his favourite brand ,",gen an oth relish | B rd tess po fevourte brand
n04-100-05,he was on the verge of a new chapter in,"he wes, on the wney of OO new chopter im"
n04-100-06,"his career , and his companion's attitude was","his core omed his Com ponien’ s attitude WEA,"
n04-107-00,Life at home and in Bath had been a,Life at —_ anh <n Bath kook been Cr
n04-107-01,trifle too comfortable and humdrum .,"trifle te Comfortoiro- Ord  Aruandrowe,"
n04-107-02,He 'd never before met a pressman and,He ’ e ners” before ynet & Preemie and
n04-107-05,"Bawley . "" The truth is usually very embarra-",Bowley. The trath % asunlly very embotte
n04-114-01,going to take over command of Pericles . Am I,Gowng te tele over commend of Pericles. Am
n04-114-05,"he said . "" Expense account . You 're a married","he sean. . Expense aout , You're oo merriced"
n04-114-07,your substance on a complete stranger . Set,your substonle on complete vtranyer Set
n04-130-01,"off it , "" said Bawley . "" The proprietor of the Daily","Hh ity Sout Dawetey ""The prop nit q He Vou ly"
n04-130-02,"Courier knows what 's going on . If he doesn't mind ,","Counter Wows What's ‘aa OM. I} Vu doesvit wand,"
n04-130-03,"why should you ? "" "" I see . "" John took the","lay daudd you? gee” olun tool, Hux"
n04-130-04,refilled glass and looked over the rim at his,+ i as amd loclud wer Hu vim ak lus
n04-130-05,"companion . "" You want me to talk , is that it ? ""","Companion Yu wouk mu to takk, is Mob cb?"
n04-139-00,""" You misjudge me , "" said Bawley . "" You have","Wa wads Abt we, said Bowley You hove"
n04-139-05,"of course . "" "" On one condition , "" said John .","core” ""Ok me cwurditiou,” said Gor"
n04-149-02,we give him the publicity . ' The Honourable,
n04-149-04,"sort of thing . "" "" You 'll get nothing out of me , ""","salt 4 ei Ua ak nouns, out de,"
n04-156-01,"tell George to bring in the 6carte du jour . """,IW ULowe to buy it Hue beute du jour
n04-156-04,host and a splendid raconteur . The evening,"ost amd 0. Srlurdi'd racowleuu, The won"
n04-156-05,passed all too quickly . As they parted in,passed alll too yer Ass Huy fated in
n04-156-06,the vestibule the two men were well,"Wu Kesh bubs, Ws oo We wore WeL"
n04-156-07,disposed towards each other .,Uspoxd trmods one curd.
n04-163-02,give me a ring at this number and I 'll,Hive mAb a viny a Wus wuwrber gaurd |
n04-163-05,John took it and put it in his pocket .,Sahu foo tk aura put A ca his gooluak
n04-171-00,Ever been out in a submarine ? I 'll give,
n04-171-01,"you a spin round one of these days , if you","Yorn 1 Apim Tend ore of Hen olayr, of you"
n04-171-02,"like . You could write it up . "" Bawley made a face .","Chee, Yor could wl of wa.” Bowrboy wasls « fee,"
n04-171-03,""" Not in Pericles , old man . "" "" Why not ? ""","(Mk ion Porites, ob man.” “Why wef 2"
n04-171-04,""" Better ask Robbie Munyard . "" "" What 's he been","Bilbe ah Robbe Mumagerd” "" blbat 1 ty been"
n04-171-05,"saying ? "" John was furious . The little squirt !",
n04-171-06,To go gassing to a newspaper man !,Te 46 gaming Mi ob Terrypnyeer won '
n04-183-00,""" Look ! "" he went on earnestly . "" You 're not going","‘Lock! fa wend om exrrwrllly."" You at rat gerne"
n04-183-01,"to write up Pericles in some way or other , are","Ma wre ays Sorter jin btrma way oY May, are"
n04-183-02,"you ? "" "" What is there to write up ? "" said","44, ue "" Wat 10 hore to wv up Aouad"
n04-183-03,"Bawley . "" There are forty-three submarines in",Barley “There ave forly — three wlrrwaprney om
n04-183-04,"the Navy - why should I pick on Pericles ? """,ths Ilary - thy should J pick om Barter?
n04-183-05,"John eyed him steadily . "" It 's the Parcifal",Goh eyed Mim really Ut 'n Me loeresfad
n04-183-06,"business , isn't it ? "" he said quietly .",buyers m't it Ay Aouad rectly
n04-190-01,""" more so than ever since I met you . """,""" wugre NM Wen wee Moree “S met yor"
n04-190-02,""" What did Munyard say ? "" "" The Snort - hull","Vhal dik Mamysrd ray 5"" ""Te Sweet - hull"
n04-190-03,"fitting fractured . "" "" Supposing I was to tell you that",pthiny fractured .\ * Luppesing Jue b tll You tal
n04-190-04,we 've had Pericles' entire Snort equipment removed,verve Aad lericfey' vuturt Lert equipmant reuusveol
n04-195-00,""" Munyard didn't tell me that . But I must confess",Murnygord dlidlon't all 1x0. Mat. But I muat confers
n04-195-01,I 'm relieved . But it still doesn't do away,Yom -veEeeveol But it wll eet de away
n04-195-02,"with the possibility of faulty design . "" He held","with Mu pewrblily of favkly doryu."" Ke Alot"
n04-195-03,"out his hand . "" Maybe I will take a trip with you",ot Sin Ramd  Moughe Ill ttehe a Trp with yor
n04-195-05,I 'll tell my editor that the story 's a dead bird .,DA Al ayy editor Mat Bs Mery n a clea (ire
n04-202-00,Glad I met you . Don't forget to give me a ring -,Slad § met gou. don't forget to give Mme @ ring -
n04-202-01,"any time - knock twice and ask for Bawley , what ? ""","any time - knock foice and asd fov Baws ley , hat o-"
n04-202-02,""" I don't know when that will be , "" said John .","g don't Unao when that coil de"" said Tolan |"
n04-202-03,""" I shall be busy for a while , cleaning up after",4) G shell be busy {ev ach ke (hearing uje after
n04-202-04,"Master bloody Munyard . "" THERE were six submarines ,","Mase, bloody Nunyard .” THERE weve six sulmavines,"
n04-202-05,lying in pairs alongside the jetty at Fort Blockhouse .,Lying in paivs alongside the yey at Forel bleckhouse.
n04-202-06,Black and grimly businesslike they both looked and,black and grimnkg business 4e. hey botl; locke] arch
n04-202-07,"sounded , for all of them were rumbling as they","Bunded , for ald of fle weve NRu&Li n 9 as Heap"
n04-202-08,charged their electric batteries .,daanged ter eectic balberes .
n04-209-00,A light wind wafted the smoke of diesel exhaust in,A Ught wind wafted the Smoke of diese exhaust in
n04-209-01,through the open windows of the Captain's house . It,"Micugh he een windoos df ae Gyjolain!s house, It"
n04-209-02,pervaded every room but neither Harry nor Madeleine,porvadedk euery room but neither Howrey now Nadehojne.
n04-209-03,Turton noticed its existence as they sat in silence over,‘Turlon noticed iks exisknce. as they Sat i Silence over
n04-209-04,a substantial breakfast . Although usually a very,a subtartiall bicatfast | MtLougly usually qd try
n04-209-05,talkative lady Madeleine respected her husband's,ple adue lady Nadelone respected he Gusbandd 's
n04-209-06,"silences , for she knew they betokened a worry of",sthnces | jor she linewo hey belokened a werry of
n04-213-00,There had been many such breakfasts lately since the,| heve. hac beer many Suh bicadfast s lalely 3ince tre
n04-213-01,affair of Parsifal . Harry had lost a good deal of weight .,affeiv of Rusilal. Haxry had fos a good dea Q of cooper
n04-213-02,"His normal placid and steady-going manner remained ,","His novel jolacid and Stead “going amanmner remained ,"
n04-213-03,but she could see that it no longer came naturally .,bud che could se Fal it no longev Came matuvally .
n04-213-04,It is the common lot of all Squadron Senior Officers,It is the common Lot of a Nquadvex Lvov Officers
n04-213-05,"to experience such catastrophes as the loss of a submarine ,",tO Wer iémce Ud catashrgn4es a J Ke loss of « subsmanine 2
n04-213-06,though in peace time these happenings are few and,"Hough, in peace Hime plese ofapen ives ctye few ane"
n04-218-00,This is the testing time for all . The affair blows up into,"This io the, teshing Lyne foc all, Whe affair blows wo indo"
n04-218-01,a national disaster and then when it is all over life,a nalional dAisusiev aud then when if js all ow life
n04-218-02,must continue as before . During this period the Captain,muss comtinge aS 4efore. Daring tis pevied 4#e CGpheu
n04-218-03,must present an unruffled appearance and carry on as,musk picsent an unraffled appervemnce. Our Carry on aS
n04-218-04,if nothing unusual has happened . Harry Turton had,{ nothing unusuak has happened . Harry Turton had
n04-218-05,"written letters to the bereaved , had visited many in the",oviten kHers fo the bereaved had visited many in the
n04-218-06,"locality , had been interviewed by the Press , had driven","Localily thad been fnikev viewed by the Press , had dnvew"
n04-218-07,his surviving submarines a good deal harder than,"his Surviving suymanne, a good deak havde, than"
n04-218-08,usual and in fact had applied all the usual specifics,usual aud in fexct had applied QQ He usuad goeci {7s
n06-074-00,He rode down to where I was waiting . I was,"le pode dow to wwe | Wa, wails - | Wan"
n06-074-01,thinking what a skill he had for reading,"Hdul, LbcA a dull he lac for recicl"
n06-074-02,"my mind . "" This would be as good a place","ay) Wind . ""as Wold he w goock cA place"
n06-074-04,"near me . "" Yes , "" I said . "" It 'll be here to-",div Ve. Ye L sala. 140 he Vee to-
n06-074-05,"morrow as likely as not . "" I paused . "" Miss","Mgr OW kl Ula > vo 4. (pow d - "" bin"
n06-074-06,"Jeannie 'll be on that coach , Dan . ""","Jeanmie 22 he on Hed coud , Daur _"
n06-082-00,""" Yes , "" he said . "" I know . "" "" No harm must come","Yoo"" he sourcl [lwo : No Venn vid core"
n06-082-02,men who 'll be after that coach I 'm interested,"rion ho Uhre Pde Had coaclr ""wr wlvotled"
n06-082-03,"in , Johnny . "" "" I know . But if lead starts",Un Jolin.” * \ ew. QUA if reo Ae
n06-082-05,But I reckon they 'll be too busy shooting at,RioA I redon Het he eo ey Baool~ oA
n06-082-06,us to bother with the coach and the folks,Yo 40 bobw ule he conch Onl Me folly
n06-092-00,""" Maybe , "" I said . "" But we 've got to remember","Hay he,“ l sand, ~ RUA we've 4 to Cerohy"
n06-092-01,"that girl all the time , Dan . I feel kind","Hud scl ath He tre, Parr: | feed bind"
n06-092-02,"of responsible for her . "" "" Of course , "" he said ,",of [do pov (ow lhe. © Of ene * hg Jaa'd |
n06-092-03,giving me one of his strange looks . Then he,"Te Wo Ory of us Pima Lolo, Then lie"
n06-092-05,and have a look at the mining camp .,pro awe (a low Ic “oA Ho Vii CA
n06-092-07,"working for , as well as the townsfolk and","val Ni or, an rl an the for folk a~of"
n06-100-00,With something of a start I remembered the,"wit. somo, cf ao Ak | reroteeA Ye"
n06-100-01,man who 'd brought us into this business .,warn Load roy bf Wo ute  lhrcy hunni |
n06-100-02,""" Maybe you don't know about Appleton ,",: he yeu don4 jurow awloorA hy pts
n06-100-04,I said . I watched him because I was always,"| JAA. | wedded un ecatnie | wa, iors"
n06-100-05,fascinated by the way he looked when you,"(Od cUuM ates a Ure aay, he [odlucd Wen, you"
n06-100-06,"tried to surprise him . "" Dead ? "" he said . "" Yes .",ect +0 Supe Vr . * Meacl ?~ be Joo. * Teo.
n06-100-07,Dead . Shuffled out of the deck . Blasted,"Mud , Jur] ad oA of fie dk -. Riavlee"
n06-100-08,down with a shotgun outside the Palace,"flown rant, a prota Oundle He Palace"
n06-111-00,""" Fenton or Somers , "" he said . "" Or the Town","""Fenton en Sovers * he. awd. “Or He urn"
n06-111-01,"Marshal , "" I added . His face was fixed ,","Merl, | adeled - Ho [aq Was Pi xed,"
n06-111-04,his horse back off the trail and up the slope,wo none nace off He drat and up He lene
n06-111-05,leading to the ridge . I followed . From the,Maclin fo He Md | (ollorcely trom +e
n06-111-06,top you could see something of the wild hill,0 jo yes Corb Jee wed { Ho wild lie
n06-111-07,country that lay all round Gilburg Crossing .,"Goimts  therk [Oak Cond Gly Gmr,y."
n06-119-00,The air was fresh and clear and you,The ar Way kei and dee deol yun
n06-119-01,could see far over west and north for many,Conrla +e. fev we” ana von fev Athen
n06-119-02,miles . The real high country of the Rockies,"miley. The oct bay outs uf He Rocic,"
n06-119-03,lifted up in the distance like a pale water-,Ufkl wp un He disana We a pate Waly
n06-119-04,colour drawing . Between us and that lay,Colous Sawa as Vern Wy aA tied ‘eg
n06-119-05,"a vast stretch of hills , canyons , buttes and","a VoA (Wah of billy argos bs, and"
n06-123-01,"said Dan . "" If we head west we ought to",fad Dan. * If ve lvack we we ofl te
n06-123-02,"cut the trail leading from Gilburg to the north . ""","UA Hye rat lad row arlln+ fo LHe noth,"
n06-123-03,"So we swung west , making slow going over","So ve vivlu~) Woy , valu Jlew 30m ova"
n06-123-04,"rough country , sliding on shale , climbing down","rote Oberle ) di oy yhulk | Aine, Adu"
n06-123-05,"into draws , circling a big mesa by a",we Aye | ari a bAy mba by 4
n06-123-06,"four or five mile valley , sandy-floored . It",[ony cy = PNE wurde val | Haneda - (Lovcecd . f+
n06-123-07,got hotter as the day wore on and we rested,ut bolkey ao He dees wwe on Gek Le Poohe
n06-123-08,gratefully by a small creek where we watered,gsale} alr 5 a dro gel ue Le wale
n06-123-09,the horses and drank enough to cure our,"He herye, aud Marte oporst, to ae ov"
n06-128-00,An hour's riding brought us to a trail that,br low nd~ ised V4 us to a fal ef
n06-128-02,We turned north into it and after about four,We tired nifr ute U dyad ally ard fow
n06-128-03,miles it led into a small canyon which,"pul, U Ug Ihe a grill (ayo eeu ake"
n06-128-04,opened out into a wide shallow draw .,oyerred  o4 UAo a wike hallo draw .
n06-128-05,Here in a dried-up creek-bed we found,(dare Ww 4 OW ool -uy coaadc - he A we (ores
n06-128-06,the miners at work . They were scattered,Hg acing CA welk. Tha Wyre scored
n06-128-07,over a fairly wide area working singly or,pve a lar rv Crean AM pas ale ee) ar
n06-133-01,of the diggings there was a roughly-built,uf He Cup Hue Why fou - bul
n06-133-02,shack and as we got near someone inside bawled,Bha dc Ond %& we jet hecs JOV Xorg Un pr ott bya haed
n06-133-03,"out , "" If you come any closer , I 'll sure blow","oe i qn lowe a7 dine , VW ava blow"
n06-133-04,"your whiskers off . "" "" Take it easy , mister , "" I sang","fod while df Tale U borg yl,” Moy"
n06-133-06,got no whiskers so as you can see . Just you,"y+ wo inl, So = y= CN yr. A yuu"
n06-133-07,go and tell Nick Dowd we 've come to talk,0 OA HM Wde Dowd we've cong to alle
n06-133-08,"to him about what happened last night . """,Le Lilien. Gioo~_A wh lapses A ler my “
n06-140-01,"whistle then , loud and shrill . The gun barrel","Wolke ther, lond Ae dull the yun bore |"
n06-140-02,peeking out through a hole in the shack never,peelu onA Toth a bok va He Glack nwy
n06-140-03,"wavered . We sat our horses , waiting . "" Looks as","Ly OVO oS , We Jar by hors way. - lovoly ts"
n06-140-04,"though they 're expecting trouble , "" I said . "" Where","Ma oust Hroa ire oxpecd~> ole | * ( youd, ~ Ulue"
n06-140-06,"observed Dan , shifting about in his saddle . He","plorerve al Dan Jupfy abit mm Wy, juddlle, lk"
p01-147-00,Mr. Copthorne knew a way round by the side,"Fy, Copthorne = a “es A. A Ay phe pole"
p01-147-01,of the church where there was a small open,re Hee Bh phe Hee ym ¢ Purell agen
p01-147-02,outbuilding where the grave digger kept his spades,
p01-147-03,and forks and tidying up implements . It might,"an kh foc, wa A oka ikp yp Puphrrnrk, LY tans ght"
p01-147-04,"be open . It was . He entered , and seated himself",
p01-147-05,in a huddle upon an upturned wheelbarrow .,"An A lhe, chcltte pon an pep bone of pyrberlbaitroru."
p01-147-06,His curious headgear fell off . Strange things,
p01-147-07,were going on in his bewildered brain . When,were pane om an Aer Ben'Mdlerel Wane Bien
p01-147-08,a man was drowning and towards his last,A Wan Wwe Arwche avd frasckh he Left
p01-147-09,gasp it was scientifically supposed his whole,"gasp 4A MA, peste tip ca Lh, Prxapo eet har nr be"
p01-147-10,life came up before him in some cinematic,"hfe Came up De fost Aral, tas Deng One wee"
p01-155-01,"outbuilding , but this was happening to him now . He","Oct benrkoteiy, Laat hrs wm Aapped Keo lepuan was. ble"
p01-155-02,"saw himself as a sulky , ugly , malformed , repressed","Std beers ala Salts, “phy, Mnfrs tel , $YferlDoS"
p01-155-03,"boy , then a young youth . He saw himself refusing","boy, White a 7 aru portd fle Sat) heey befed/f"
p01-155-04,baptism according to the sect his parents belonged to .,beyheger aecw oe op 4 Lhe eck bag Ve Bhopal xo
p01-155-06,"on , his leaping mind flashed pictures of chi-","00, bers 4aey Mert oot vaskat pclae # of Cha -"
p01-155-07,"canery and corruption , the growth of the dea-","Canary Catiot Contyhor , phe frowe of lhe he -"
p01-155-08,dly decadence and absorption in debase-,"ML, ack auol abgohun 1, baee-"
p01-155-09,ment and Satanic debauchery .,rtenl Gof Sataec Aeloea chery
p01-168-00,"He didn't know what to make of it , but it","lhe Ala + ku10W What to wate of rt, bak st"
p01-168-01,was Mr. Copthorne all right . Perhaps he had,"WNVES tv. Cop thorue all eight , Perhaps he haol"
p01-168-02,been attending some kind of fancy dress do,beer até ecaclited SOtwe hiud of foncy obvess Ae
p01-168-03,"in London . Very strange his eyes looked . Mad ,","ly loud. Very stray e his eyes looked, had,"
p01-168-04,"hunted eyes , as if the poor fellow had rocks in",hy fed a as if Che poor sellers bad locks 1
p01-168-05,"his head , so the verger described afterwards .","fay 5 heed, so “ke ver ger thscun hea of ker Wards"
p01-174-00,""" Yes . I travelled down from London",i ee. P frevehiar ober for alll pests
p01-174-01,"as the dawn was breaking , and","ccs Lhe olen —— a... ons, Seis"
p01-174-06,"led the way in . "" The stained glass",
p02-000-00,There were few passengers on the plane and Gavin was,"There Were YOn possenqers on Are plom2 and Gavin, Was"
p02-000-01,"quickly through the customs . "" Gay ! "" "" Gavin ! "" The girl","Quickly throug the cuaioms. , Gay!” ; Gavig!"" The Gee"
p02-000-02,and her luggage had disappeared and they were alone,"ard her luggage had disoppaosed and Ane, were done"
p02-000-03,together . The porter brought Gavin's bag out to the,togatiner. The porter loraudnt Gavin's bag aut to the
p02-000-05,"hand and smiled . "" I want to check up on the","rand and cmled. , | Want to dred UO On ee"
p02-008-00,Gay went out to the waiting,fay wise Qos ta the was wap
p02-008-01,"taxi , and then found that in","PEK, aucd Lee proce ol KctL v9"
p02-008-02,the excitement of meeting,She. Z2xc1€ 227eett ot 727 <2 279
p02-008-03,Gavin she had left her sun-,seer a he Aol Ce foer CUtt127 —
p02-008-04,glasses on the veranda . She,hel Oz Se USCC LE.. ee:
p02-008-05,went quickly back to fetch them .,
p02-008-06,Gavin and the girl who had got,foo cet OV Ve | war dock 9
p02-008-07,off the plane with him were talking .,"ng tie plete ww VA berra, Were Yat hiceegp"
p02-008-08,He was writing something in his,HE weg At tet ad 42 9 enieeis | tia Awl
p02-008-09,"pocket-book , with a sick feeling","pocket - Boot, Wk a a je Grz9"
p02-008-10,of despair Gay knew that of course,Of Cle 220 1't- seg At7 Cw fee’ OF Coeese
p02-017-02,"miserable , shy , who had sat at the little","mererobols, Hy, are pact aok od Me helh"
p02-017-03,table for the first time a few days ago .,fale for He fared ont a teas chaga age.
p02-017-04,Gavin raised his glass to her and smiled,Jasver potsvel Jee sfory fo Ae anol ametect
p02-017-05,"and Gay's heart turned over . "" I 'd like",aot Jay's Ktad flurntel woe“! ol lek
p02-017-06,"to do that . "" Gavin drained his glass","fe clo tba"" Yacrn Cran pol Mer lar"
p02-022-00,""" And then we 'll go for a stroll along the",ANA Mon wa QQ 90 Yor Ara aLOy Ave
p02-022-01,"beach . A moon like this mustn't be wasted . """,ywoocuy. A Waa Rilo AUS VuUaIn'L BO yWwosled |
p02-022-02,He gestured towards the bay where the full,Ho agra Aanauds Ao Yay Ware Jo pul
p02-022-03,"moon was just rising over the rocks , then","WOGN WAC (a PBING aoer Me (ods , Mean"
p02-022-04,laid his hand on hers . Gay smiled at him,oud lus oad on WAR py auuiled at Luu
p02-022-07,"only , yet remembering for a second the",Ny 2 IAWAWLOBAING Yor Q Qoaanad Aue
p02-022-08,kisses she had seen him giving Elaine .,Wusseos Myo UOC ~Aoon WW wong ClOune .
p02-027-00,"All that was part of the past , she would put it behind her . She","OD Arod wor pork oR Me part , Re woulol pul A Bduncl Ror. Me"
