line_id,reference,hypothesis
n04-190-01,""" more so than ever since I met you . """,""" more so than ever since I met you . """
n04-190-02,""" What did Munyard say ? "" "" The Snort - hull",""" What did Munyard say ? "" "" The Snort - hull"
n04-190-03,"fitting fractured . "" "" Supposing I was to tell you that","fitting fractured . "" "" Lepposing I was to tell you that"
n04-190-04,we 've had Pericles' entire Snort equipment removed,we've had Pericles' entire Snort equipment removed
n04-195-00,""" Munyard didn't tell me that . But I must confess",""" Munyard didn't tell me that . But I must confess"
n04-195-01,I 'm relieved . But it still doesn't do away,I'm relieved . But it still doesn't do away
n04-195-02,"with the possibility of faulty design . "" He held","with the possibility of faulty design . "" He held"
n04-195-03,"out his hand . "" Maybe I will take a trip with you","out his hand . "" Maybe I will take a trip with you"
n04-195-05,I 'll tell my editor that the story 's a dead bird .,I'll tell my editor that the story's a dead bird
n04-202-00,Glad I met you . Don't forget to give me a ring -,old I met you . Don't forget to give me a ring-
n04-202-01,"any time - knock twice and ask for Bawley , what ? ""","anytime - knock twice and ask for Bawley , what ? """
n04-202-02,""" I don't know when that will be , "" said John .",""" I don't know when that will be , "" said John ."
n04-202-03,""" I shall be busy for a while , cleaning up after",""" I shall be busy for a while , cleaning up after"
n04-202-04,"Master bloody Munyard . "" THERE were six submarines ,","Master bloody Munyard . "" THERE were six submarines ,"
n04-202-05,lying in pairs alongside the jetty at Fort Blockhouse .,lying in pairs alongside the jetly at Ford Blackhouse .
n04-202-06,Black and grimly businesslike they both looked and,black and grimly businesslike they both looked and
n04-202-07,"sounded , for all of them were rumbling as they","sounded , for all of them were rumbling as they"
n04-202-08,charged their electric batteries .,charged their electric batteries .
n04-209-00,A light wind wafted the smoke of diesel exhaust in,A light wind roofred the smoke of diesel exhaust in
n04-209-01,through the open windows of the Captain's house . It,through the open windows of the Captain's house . It
n04-209-02,pervaded every room but neither Harry nor Madeleine,perraded every room but neither Harry nor Madeleine
n04-209-03,Turton noticed its existence as they sat in silence over,Turton noticed its existence as they sat in silence over
n04-209-04,a substantial breakfast . Although usually a very,a substantial breakfast . Although usually a very
n04-209-05,talkative lady Madeleine respected her husband's,bulkative lady Madeleine respected her husband's
n04-209-06,"silences , for she knew they betokened a worry of","silences , for she knew they betakened a worry of"
n04-213-00,There had been many such breakfasts lately since the,There had been many such breakfast's lately since the
n04-213-01,affair of Parsifal . Harry had lost a good deal of weight .,officier of Parsifal . Harry had last a good deal of weight .
n04-213-02,"His normal placid and steady-going manner remained ,","His normal placid and shady-going manner remained ,"
n04-213-03,but she could see that it no longer came naturally .,but she could see that it no longer came naturally .
n04-213-04,It is the common lot of all Squadron Senior Officers,It is the common lot of all Squadron Senior Officers
n04-213-05,"to experience such catastrophes as the loss of a submarine ,","to experience such catastrophes as the loss of a submarine ,"
n04-213-06,though in peace time these happenings are few and,though in peace time these happenings are few and
n04-218-00,This is the testing time for all . The affair blows up into,This is the testing time for all . The affair blows up into
n04-218-01,a national disaster and then when it is all over life,a national disaster and then when it is all over life
n04-218-02,must continue as before . During this period the Captain,must continue as before . During this period the Captain
n04-218-03,must present an unruffled appearance and carry on as,must present an unruffled appearance and carry on as
n04-218-04,if nothing unusual has happened . Harry Turton had,if nothing unusual has happened . Harry Turton had
n04-218-05,"written letters to the bereaved , had visited many in the","written letters to the bereaved , had visited many in the"
n04-218-06,"locality , had been interviewed by the Press , had driven","locality , had been interviewed by the Press , had driven"
n04-218-07,his surviving submarines a good deal harder than,his surviving submarines a good deal harder than
n04-218-08,usual and in fact had applied all the usual specifics,usual and in fact had applied all the usual specifics
n06-074-00,He rode down to where I was waiting . I was,be rode down to where I was waiting . I was
n06-074-01,thinking what a skill he had for reading,thinky what a skill he had for reading
n06-074-02,"my mind . "" This would be as good a place","my mind . "" This would he as good a place"
n06-074-04,"near me . "" Yes , "" I said . "" It 'll be here to-","never me . "" Yes , "" I said . "" It'll be here to-"
n06-074-05,"morrow as likely as not . "" I paused . "" Miss","marrow as likely as not . "" I paused . "" Miss"
n06-074-06,"Jeannie 'll be on that coach , Dan . ""","Jeannie'll be on that coach , Dan . """
n06-082-00,""" Yes , "" he said . "" I know . "" "" No harm must come",""" Yes , "" he said . "" Hancus . "" "" No harm must come"
n06-082-02,men who 'll be after that coach I 'm interested,men who'll be after that coach I'm interceded
n06-082-03,"in , Johnny . "" "" I know . But if lead starts","in , Johnny . "" I know . But if lead starts"
n06-082-05,But I reckon they 'll be too busy shooting at,But I reckon they'll he too being shocking out
n06-082-06,us to bother with the coach and the folks,us to better with the coach and the falls
n06-092-00,""" Maybe , "" I said . "" But we 've got to remember",""" Maybe , "" I said . "" But we've got to remember"
n06-092-01,"that girl all the time , Dan . I feel kind","that girl all the time , Dan . I feel kind"
n06-092-02,"of responsible for her . "" "" Of course , "" he said ,","of responsible for her . "" "" Of course , "" he said ,"
n06-092-03,giving me one of his strange looks . Then he,giving me one of his stage talks . Then he
n06-092-05,and have a look at the mining camp .,and have a lock at the swing camp .
n06-092-07,"working for , as well as the townsfolk and","working for , as well as the townsfolk and"
n06-100-00,With something of a start I remembered the,with something of a start I remembered the
n06-100-01,man who 'd brought us into this business .,man who'd brought us into this business .
n06-100-02,""" Maybe you don't know about Appleton ,",""" Maybe you don't know about Appleton ,"
n06-100-04,I said . I watched him because I was always,I said . I watched him because I was always
n06-100-05,fascinated by the way he looked when you,fascinated by the way he looked when you
n06-100-06,"tried to surprise him . "" Dead ? "" he said . "" Yes .","tried to surprise him . "" Dead ? "" he said . "" Yes"
n06-100-07,Dead . Shuffled out of the deck . Blasted,lead . Shuffled out of the cheek . Biomedical
n06-100-08,down with a shotgun outside the Palace,down with a shotgun outside the Palace
n06-111-00,""" Fenton or Somers , "" he said . "" Or the Town",""" Fenton or Somers , "" he said . "" Or the Town"
n06-111-01,"Marshal , "" I added . His face was fixed ,","Marshal , "" I added - His face was fixed ,"
n06-111-04,his horse back off the trail and up the slope,his horse back off the trail and up the slope
n06-111-05,leading to the ridge . I followed . From the,reaching to the ridge . I followed # From the
n06-111-06,top you could see something of the wild hill,top you could see something of the mild hull
n06-111-07,country that lay all round Gilburg Crossing .,country that lay all round gliding crossing .
n06-119-00,The air was fresh and clear and you,The air was fresh and clear and you
n06-119-01,could see far over west and north for many,could see far west and north for many
n06-119-02,miles . The real high country of the Rockies,makes . The real high county of the Rockies
n06-119-03,lifted up in the distance like a pale water-,lifted up in the distance like a pale water-
n06-119-04,colour drawing . Between us and that lay,colour drawing . Between us and that long
n06-119-05,"a vast stretch of hills , canyons , buttes and","a vast sketch of hills , canyons , butles and"
n06-123-01,"said Dan . "" If we head west we ought to","said Dan . "" If we had west we ought to"
n06-123-02,"cut the trail leading from Gilburg to the north . ""","cut the trail leading from Gilby to the north . """
n06-123-03,"So we swung west , making slow going over","So we swung west , making slow going over"
n06-123-04,"rough country , sliding on shale , climbing down","rough country , sliding on whole , climbing down"
n06-123-05,"into draws , circling a big mesa by a","with draws , circling a big subset by a"
n06-123-06,"four or five mile valley , sandy-floored . It","four or five mile walking , sandy-flawed . It"
n06-123-07,got hotter as the day wore on and we rested,gift battler as the day more on and we rocked
n06-123-08,gratefully by a small creek where we watered,gratefully by a small scale where he watered
n06-123-09,the horses and drank enough to cure our,the horses and drank enough to cure over
n06-128-00,An hour's riding brought us to a trail that,the hour's richy brought us to a trail that
n06-128-02,We turned north into it and after about four,We turned north into it and after about four
n06-128-03,miles it led into a small canyon which,miles it led into a small canyon which
n06-128-04,opened out into a wide shallow draw .,opened out into a wide shallow draw .
n06-128-05,Here in a dried-up creek-bed we found,Here is a dried-up creek-head we formed
n06-128-06,the miners at work . They were scattered,the miners at work . They were collected
n06-128-07,over a fairly wide area working singly or,over a fairly wide area working surgery or
n06-133-01,of the diggings there was a roughly-built,of the Wiggins there was a roughly small
n06-133-02,shack and as we got near someone inside bawled,shack and as we got new someone in jail banked
n06-133-03,"out , "" If you come any closer , I 'll sure blow","and , If you come any closer , I'll sure blow"
n06-133-04,"your whiskers off . "" "" Take it easy , mister , "" I sang","your ministers off . "" "" Take it easy , murder , "" Wang"
n06-133-06,got no whiskers so as you can see . Just you,get no missiles so as you can see . Just you
n06-133-07,go and tell Nick Dowd we 've come to talk,go and tell Nick Dowd we've come to talk
n06-133-08,"to him about what happened last night . ""","to him about what happened last enjoy . """
n06-140-01,"whistle then , loud and shrill . The gun barrel","whistle then , land and thrill . The gun barrel"
n06-140-02,peeking out through a hole in the shack never,packing out through a hole in the shack never
n06-140-03,"wavered . We sat our horses , waiting . "" Looks as","wavered . We sat our horses , waiting . "" looks as"
n06-140-04,"though they 're expecting trouble , "" I said . "" Where","though they're expecting trouble , "" I said . "" Where"
n06-140-06,"observed Dan , shifting about in his saddle . He","observed Dan , briefly about in his middle . He"
p01-147-00,Mr. Copthorne knew a way round by the side,Mr. Copthorne knew a way round by the side
p01-147-01,of the church where there was a small open,of the church where there was a small open
p01-147-02,outbuilding where the grave digger kept his spades,outbuilding where the grave digers kept his spades
p01-147-03,and forks and tidying up implements . It might,and forks and tidying up implements . but might
p01-147-04,"be open . It was . He entered , and seated himself","be open . It was . He entered , and seated himself"
p01-147-05,in a huddle upon an upturned wheelbarrow .,in a shmiddle upon an captured wheelbarrow .
p01-147-06,His curious headgear fell off . Strange things,this curious headgear fell off . Strange things
p01-147-07,were going on in his bewildered brain . When,were going on in his bewildered brain . When
p01-147-08,a man was drowning and towards his last,a man was drowning and towards his last
p01-147-09,gasp it was scientifically supposed his whole,gasp it was scientifically supposed his whole
p01-147-10,life came up before him in some cinematic,life came up before him in some cinematic
p01-155-01,"outbuilding , but this was happening to him now . He","out building , but this was happening to him now . He"
p01-155-02,"saw himself as a sulky , ugly , malformed , repressed","saw himself as a smile , ugly , malformed , repressed"
p01-155-03,"boy , then a young youth . He saw himself refusing","boy , then a young youth . He saw himself refusing"
p01-155-04,baptism according to the sect his parents belonged to .,bapticism according to the sect his parents belonged to
p01-155-06,"on , his leaping mind flashed pictures of chi-","on , his leaping wind flashed pictures of chi-"
p01-155-07,"canery and corruption , the growth of the dea-","canary and corruption , the growth of the idea -"
p01-155-08,dly decadence and absorption in debase-,ally decadence and absorption in defense-
p01-155-09,ment and Satanic debauchery .,ment and Satanic debanchey .
p01-168-00,"He didn't know what to make of it , but it","the didn't know what to make of it , but it"
p01-168-01,was Mr. Copthorne all right . Perhaps he had,was Mr. Copthorne all right . Perhaps he had
p01-168-02,been attending some kind of fancy dress do,been attending some kind of fancy dress do
p01-168-03,"in London . Very strange his eyes looked . Mad ,","in London . Very strange his eyes looked . Mad ,"
p01-168-04,"hunted eyes , as if the poor fellow had rocks in","hunted eyes , as if the poor fellow had rocks in"
p01-168-05,"his head , so the verger described afterwards .","his head , so the veryever disturbed afterwards ."
p01-174-00,""" Yes . I travelled down from London",""" Yes . I travelled down from London"
p01-174-01,"as the dawn was breaking , and","as the dawn was breaking , and"
p01-174-06,"led the way in . "" The stained glass","led the way in . "" The stained glass"
p02-000-00,There were few passengers on the plane and Gavin was,There were few passengers on the plane and Gavin was
p02-000-01,"quickly through the customs . "" Gay ! "" "" Gavin ! "" The girl","quickly through the customs . "" Gray ! "" "" Gavin ! "" The girl"
p02-000-02,and her luggage had disappeared and they were alone,and her luggage had disappeared and they were alone
p02-000-03,together . The porter brought Gavin's bag out to the,together . The porter brought Gavin's bag out to the
p02-000-05,"hand and smiled . "" I want to check up on the","hand and smiled . "" I want to check up on the"
p02-008-00,Gay went out to the waiting,Gay went out to the waiting
p02-008-01,"taxi , and then found that in","taxi , and then found that is"
p02-008-02,the excitement of meeting,the excitement of meeting
p02-008-03,Gavin she had left her sun-,Gavin she had left her sum-
p02-008-04,glasses on the veranda . She,glasses on the verauda . She
p02-008-05,went quickly back to fetch them .,wentquickly back to fetch them
p02-008-06,Gavin and the girl who had got,Gavin and the girl who had got
p02-008-07,off the plane with him were talking .,off the plane with him were talking
p02-008-08,He was writing something in his,He was writing something in his
p02-008-09,"pocket-book , with a sick feeling","pocket-book , with a side feeling"
p02-008-10,of despair Gay knew that of course,"of despair in Gay , knew that of course"
p02-017-02,"miserable , shy , who had sat at the little","miserable , shy , who had sat at the little"
p02-017-03,table for the first time a few days ago .,table for the first time a few days ago .
p02-017-04,Gavin raised his glass to her and smiled,Gavin raised his glass to her and smiled
p02-017-05,"and Gay's heart turned over . "" I 'd like","and Gay's heart turned over . "" I'd like"
p02-017-06,"to do that . "" Gavin drained his glass","to do that . "" Gavin drained his glass"
p02-022-00,""" And then we 'll go for a stroll along the",""" And then we'll be go for a small along the"
p02-022-01,"beach . A moon like this mustn't be wasted . ""","leach . A man like this mustn't be washed . """
p02-022-02,He gestured towards the bay where the full,He gestured towards the bay where the full
p02-022-03,"moon was just rising over the rocks , then","moon was just rising over the rocks , then"
p02-022-04,laid his hand on hers . Gay smiled at him,David Luis blamed on Nero . Glory reunited out him
p02-022-07,"only , yet remembering for a second the","only , yet remembering for a second time"
p02-022-08,kisses she had seen him giving Elaine .,kisses due had been him giving Elaine .
p02-027-00,"All that was part of the past , she would put it behind her . She","All that was part of the past , she would put it behind her . She"
p02-027-01,"would never be jealous again , would even take Larry's advice and","would never be jealous again , would even take busy's advice and"
p02-027-02,"look the other way if need be . "" I say ! "" Gavin was looking over her","book the other way if need be . "" I say . "" Gavin was looking over her"
p02-027-03,"shoulder . "" That 's a pretty girl ! "" Gay glanced behind her , "" Isn't she","shoulder . That's a pretty girl ! "" Gay glanced behind her , "" Don't she"
p02-069-00,"Gay , a little puzzled , went through","Gay , a little puzzled , went through"
p02-069-01,to the bar . Doc and Lilyan were,to the bar . Doc and Lilyan well
p02-069-02,sitting just inside having coffee .,sitting just inside having coffee .
p02-069-03,""" Come and join us and bring your",""" Come and join us and being your"
p02-069-05,"Lilyan remonstrated . "" They want to be","tilyam demonstrated . "" They want to be"
p02-069-08,tonight so come and join us if you,tonight so come and join us if you
p02-090-00,The others were all dancing and,The others were all dancing and
p02-090-01,as Gay drew out a chair and sat,as gay drew out a chair and sat
p02-090-02,"down Gavin , without a word , swept","down Gavin , without a word , swept"
p02-090-03,"Simone on to the floor . "" It doesn't mean","Simone on to the floor . "" It doesn't mean"
p02-090-04,"anything , "" Gay told herself desperately ,","anything , "" Gay told herself desperately ,"
p02-090-06,view and remembering the advice,view and remembering the advice
p02-090-07,"that Larry had given her , while she","that Larry had given her , while she"
p02-090-08,felt wretched beyond words .,felt wretched beyond words
p02-076-00,Gay thanked him and walked out on to,Gay thanked him and walked out over to
p02-076-01,the terrace thinking that perhaps Gavin,the terrace thinking that perhaps Gavin
p02-076-02,had bought a drink and taken it outside .,had bought a drink and taken it outside
p02-076-03,"She looked round scanning the tables ,",the looked round scanning the tables
p02-076-04,"then caught her breath , a cold hand","their caught her breath , a cold hand"
p02-076-05,seeming to clutch her heart . Gavin was,seeming to dental her heart . Gavin was
p02-076-06,seated at a small table in a shadowy,seaked at a small table in a shadowy
p02-076-07,corner talking animatedly to Simone .,correct talking animately to live one .
p02-076-08,As Gay watched he offered the girl a,as gay watched in different the girl a
p02-076-09,"cigarette and lit it , his hands cupping","cigarette and kit it , his hands supping"
p02-081-00,"Gay stood irresolute for a moment , half","Gay stood irresolute for a moment , keep"
p02-081-01,decided to go back and join Lilyan and,decided to go back and join Libyan and
p02-081-02,"Doc , while she wanted to do no more than","000 , while she wanted to do no more than"
p02-081-03,"run upstairs to her room , knowing that","new upstairs to her room , launching that"
p02-081-04,Gavin although he had told her that he,Govins although he had told her that he
p02-081-05,"loved her , was already flirting with a girl","loved her , was already flirting with a girl"
p02-081-06,that he had only met a few minutes before .,that he had only met a few minutes before .
p02-081-08,"but she turned away , giving a little","but she turned away , giving a little"
p02-081-09,"gesture of hopelessness , knowing that her","gesteats of hopelessness , launching that her"
p02-101-00,His behaviour was not only boorish and in the worst of,His behaviour was not only baerish and the worst of
p02-101-01,taste but it was unkind beyond words . She fumbled,taste but it was unkind beyond words . She fumbled
p02-101-02,with the cigarette packet which lay on the table,with the cigarette jacket which lay on the table
p02-101-03,not wanting to smoke but needing some action,not wanting to smoke but needing come action
p02-101-04,"to help her control her feelings . "" Come and","to help her control her feelings . "" Some and"
p02-101-06,"lifeline and Gay got up quickly , mana-","lifeline and Gay got up quickly , mono-"
p02-105-00,As he swung her on to the floor Gay saw Gavin,As he swung her on to the floor Gay saw Gavin
p02-105-01,and Simone go through the doorway that led,and Simone go through the doorway that led
p02-105-02,down to the beach . Gay closed her eyes for a,down to the beach . Gay closed her eyes for a
p02-105-03,moment in disgust . She was fully aware that Gavin,moment in disgust . She was fully aware that Gavin
p02-105-04,"would make love to the French girl on the sands ,","would make love to the French girl on the sanat ,"
p02-105-05,and no doubt he would come back soon and,and no doubt he would come back soon and
p02-105-06,after Simone had left expect her to accept his,after Simone had left expect her to accept his
p02-105-07,kisses on the way back to the hotel .,kisses on the way back to the hotel .
p02-109-03,"heart out over ? "" Doc nodded towards the door . "" You","heart out over ? "" Doc nodded towards the door . "" You"
p02-109-04,"may consider him a man , I would say he was a","may consider him a man , I would say he was a"
p02-109-06,"weakly , "" you don't know Gavin . "" "" I 've only met him","weekly , "" you don't know Gavin . "" I've only met him"
p02-109-07,today but I think I can safely say that I know,today but I think I can safely say that I know
p02-109-08,"him a great deal better than you do . ""","him a great deal better than you do . """
p02-115-00,"Doc gave her hand a shake . "" Wake up","Doc gave her hand a shake . "" Wake up"
p02-115-01,"Gay , and don't even contemplate throwing","Gay , and don't even contemplate throwing"
p02-115-02,yourself away on a chap like that . You 're a,"yourself away on a chap like that , You're a"
p02-115-03,"fine girl , intelligent , and pretty , and I had","fine girl , intelligent , and pretty , and I had"
p02-115-04,thought you were sensible too . Don't,thought you were sensible too . Don't
p02-115-05,make a fool of yourself over someone,make a fool of yourself over someone
p02-115-06,who doesn't care two jots for your feelings .,who doesn't care two jobs for your feelings .
p02-115-07,If he behaves like this now what is your,If he behaves like this now what is your
p02-115-08,married life going to be like ?,married life going to be like ?
p02-121-00,"Hell . "" Doc answered for her . "" Just Hell . Never able to","Hell . "" Doc answered for her . "" Just Hell . Never able to"
p02-121-01,trust him out of your sight and having to put on,trust him out of your sight and having to put on
p02-127-00,"Gay nodded . "" I know that you 're right Doc , I think","Gay nodded . "" I know that you're right Doc , I think"
p02-127-03,"be the same , if you know what I mean . "" "" You sound","be the same , if you know what I mean . "" You sound"
p02-127-05,I 'm glad you 're beginning to see that you 're wasting,I'm glad you're beginning to see that you're wasting
p02-131-00,Now let him go and you won't have to wait,Now let him go and you won't have to wait
p02-131-01,long for the right man for you to come,long for the right man for you to come
p02-131-02,along . If I was thirty years younger and weren't,along . If I was thirty years younger and weren't
p02-131-03,married to the sweetest wife in the world,married to the sweetest wife in the world
p02-131-04,"I 'd marry you myself . "" Gay laughed , Doc was","'d marry you myself . "" Gay laughed , Doc was"
p02-131-05,so kind and nice and she hoped that one,so kind and nice and she hoped that one
p02-131-06,day she would be able to see the situation,day she would be able to see the situation
p02-131-07,as it obviously appeared to everyone else .,as it obviously appeared to everyone else
p02-135-00,Doc asked Lilyan to dance and once,Dox asked Siilyan to dance and once
p02-135-01,again Gay found herself alone at the table,again Gay found herself alone at the table
p02-135-02,"feeling self-conscious and awkward , sure that","feeling self-conscious and awkward , since that"
p02-135-03,people were talking about the way Gavin,people were talking about the way Gavin
p02-135-04,was behaving since they had seen them,was behaving since they had seen them
p02-135-05,dining together . She opened her bag,shining together . She opened her bag
p02-135-06,to get out her compact and saw Grace's,to get out her compact and saw Grace's
p02-135-07,"letter . She drew it out and opened it ,","letter . She drew it only and opened it ,"
p02-135-08,glad to be able to occupy herself .,glack to be able to occupy herself .
p02-139-00,""" So glad that you are having such a lovely time , dearie , """,""" So glad that you are having such a lovely time , deceive , """
p02-139-02,and have been over to sit with her father and do what,and have been over to sit with her father and do what
p02-139-03,I can for him so that she can get out to do her shopping .,I can for him so that she can get out to do her shopping
p02-139-04,He 's getting on well but is pretty helpless still with his,He's getting on well but is pretty helpless stuff with his
p02-144-01,"and going to marry a foreigner ... ""","and going to marry a foreigner ... . """
p02-144-03,"it back in her bag . Elaine was engaged ,","it back in her bag . Elaine was engaged ,"
p02-144-04,to the man she had spent so much time,to the man she had spent so much time
p02-144-05,with at her party . That was why,with at her party . That was why
p02-144-06,Gavin had come back to her .,Gavin had come back to her .
p02-144-07,"Everything was quite clear now , and to","Everything was quite clear now , and to"
p02-144-08,"her own surprise Gay felt no heartbreak ,","her own surprise Gay felt no heartbreak ,"
p02-144-09,rather a sense of relief now that she,rather a sense of relief now that she
p02-144-10,knew why Gavin had come to see,known why Gavin had come to see
p02-150-06,"understand , knowing that Gay was as much ashamed","understand , knowing that Gay was as much ashamed"
p02-150-07,for Gavin at the way he was behaving as she,For Gavin at the way he was Behaving as she
p02-155-00,""" I made it myself , "" Gay tried to speak",""" I made it myself , "" Gay tried to speak"
p03-004-00,Diana Wills often sat on the brand,Diana Wills often sat on the brand
p03-004-01,new seat outside the hospital,new seat outside the hospital
p03-004-02,gates and thought vagrant,gates and thought vagrant
p03-004-03,thoughts . At one time she had,thoughts . At one time she had
p03-004-04,watched the workmen constructing,watched the workmen constructing
p03-004-06,to put St. John's Casualty Department,to put St. John's Casualty Department
p03-004-07,"out of operation - in theory , at","out of operation - in theory , at"
p03-004-08,least . She would think of her-,least . She would think of her-
p03-004-09,self as a stranger in these parts,self as a stranger in these parts
p03-009-02,"man of the road his freedom of decision , and","man of the road his freedom of decisions , and"
p03-009-03,wishing life would sometimes allow serious-minded,wishing life would sometimes allow serious-minded
p03-009-04,women doctors to blow a feather and follow its,women doctors to blow a feather and follow its
p03-009-05,"airy directions accordingly . "" If I were needing a","airy directions accordingly . "" If I were needing a"
p03-009-06,"job I 'd go to London , of course , "" she went on .","job I'd go to London , of course , "" she went on ."
p03-012-00,""" There are all sorts of wonder-",""" There are all sorts of wonder-"
p03-012-01,ful jobs in London and I could,full jobs in London and I could
p03-012-03,one has to know something about fishing,one has to know something about fishing
p03-012-04,and in Liverpool they 'd want sea-farers .,and in Liverpool they'd want sea-farers .
p03-012-05,I don't think I 'd go to Edinburgh un-,I don't think I'd go to Edinburgh in-
p03-012-06,less I was a Scot and wanting to get,less I was a Scot and wanting to get
p03-012-07,"home , or perhaps a student studying to","home , or perhaps a student studying to"
p03-012-08,"be a doctor , and I already know","be a doctor , and I already know"
p03-023-00,"She was engaged to Nigel , had been for two years .","She was engaged to Nigel , had been for two years"
p03-023-01,"Sometimes they talked on the theme of "" when we get married "" ,","Sometimes they talked on the theme of "" when we get married "" ,"
p03-023-02,"and then all was wonderful , and perhaps it had only been","and then all was wonderful , and perhaps it had only been"
p03-023-03,"a slip of the tongue when Nigel had said , only last","a slip of the tongue when Nigel had said , only last"
p03-027-02,"word shouted into her very soul a horn of warning , and","word shunted into her very soul a horn of warring , and"
p03-027-03,"with it was coupled a disembodied fragment of information ,","with it was coupled a disembodied fragment of information ,"
p03-027-05,seen in Farlingham on an occasion he had sworn he had,been in Fortingham on an occasion he had sworn he had
p03-027-06,been standing in for Luke Parsons at his surgery in,been standing in for Luke Parsons at his surgery in
p03-029-00,Now Nigel had every right to go where he,How Nigel had every right to go where he
p03-029-02,when she was not free ; this much they had,when she was not free ; this much they had
p03-029-03,conceded one to the other . They rarely,conceded one to the other . They rarely
p03-029-04,"found they were off duty together , and","found they were off duty together , and"
p03-029-05,the situation would have been intolerable,the situation would have been intolerable
p03-029-07,about their relationship . So when Nigel,about their relationship . So when Nigel
p03-029-08,had told her about taking Luke's,had told her about taking Luke's
p03-029-09,"evening surgery she had said ,","evening surgery she had said ,"
p03-033-01,"he shrugged diffidently , "" I like the work . One gets plenty","He launched differently , "" I like the work , one gets pseudo"
p03-033-02,"of variety and it 's a change . "" Nigel was the hospital's","of matters and it is a chance . "" Nice was the hospital's"
p03-033-03,"Junior Medical Officer . "" You won't be free about nine , I","Prince Marian officer . "" You Won't be free about nine , I"
p03-033-04,"suppose , to meet me for supper somewhere ? "" she had","Surname , is met at the ROH Superior Adventure ? "" THE WHO"
p03-040-00,""" Hardly likely , my sweet . Luke's surgery goes on for",""" Hardly likely , my sweet . Luke's surgery goes on for"
p03-040-01,"hours . If they get in before eight-thirty , even","hours . If they get in before eight-thirty , even"
p03-040-02,"though they 're standing on one another's toes ,","though they've standing on one another's toes ,"
p03-040-04,"I 'll give you a ring , O.K. ? "" O.K. , "" she had","I'll give you a ring ... . K. ? "" O.K. , "" she had"
p03-040-05,replied readily . So how could Nigel have,replied readily . So how could Nigel have
p03-040-06,"been at the Load of Trouble roadhouse ,","been at the Lord of Trouble road house ,"
p03-047-00,""" No , "" she told Phil Gubbins , a junior",""" No , "" she told Phil Gubbins , a junior"
p03-047-02,"my lad . "" "" It was Nigel's car , anyway .","my lad . "" It was Nigel's car , anyway ."
p03-047-03,"NUF 121 . "" "" He probably loaned his car","NUF 121 . "" . He probably loaned his car"
p03-047-04,"to somebody , Phil . He 's always doing that . ""","to somebody , Phil . He's always doing that . """
p03-047-05,"Young Gubbins shrugged . "" I didn't see his","Young Gubbins struggled . "" I didn't see his"
p03-047-06,"face , Di , but it certainly looked like","face , Di , but it certainly looked like"
p03-047-07,Nigel from the back . D.j. and all .,Nigel from the back . D. ) - and all .
p03-047-08,Of course such as I couldn't afford,Of course such as I couldn't afford
p03-047-09,"to go into the Load of Trouble . ""","to go into the head of trouble . """
p03-069-00,But after that slight slip of the tongue on Nigel's part she had,But after that slight slip of the tongue on Nigel's part she had
p03-069-01,"realised it was important enough for her to have remembered , and it","realised it was important enough for her to have remembered , and it"
p03-069-02,was as though a red mist veiled her usually clear sight and,was as though a red mist veiled her usually clear sight and
p03-069-03,made her think there was an abyss immediately ahead .,made her think there was an abyss immediately ahead .
p03-069-04,""" Nigel , "" she had besought him , "" you know that evening",""" Nigel , "" she had brought him , "" you know that evening"
p03-069-05,you took Luke Parson's surgery and there was a woman,you took Luke Parson's surgery and there was a woman
p03-069-06,"with a cyst on her ear ... ? ""","with a cyst on her ear ... ? """
p03-072-00,""" 5Ye-es ? "" he lowered his eyes and kissed her on the",""" 5 ye-e. 2 "" he lowered his eyes and kissed her on the"
p03-072-01,"mouth , an act of devotion he didn't over-indulge .","month , an act of devotion he didn't over-indulge ."
p03-072-02,""" What about it , my sweet ? "" "" Well , "" she laughed",""" What about it , my sweet ? "" "" Well , "" she laughed"
p03-072-03,"suddenly in an upsurging of relief , "" that stupid","suddenly in an upsurging of relief , "" that stupid"
p03-072-04,Gubbins boy thought he saw you at the Load of Trouble .,Gubbins boy thought he saw you at the head of Trouble .
p03-072-05,"With a blonde , too . Imagine ! "" Nigel was frowning . He","With a blonde , too . Imagine ! "" Nigel was frowning . He"
p03-072-06,looked distinguished when he frowned ; boyishly,looked distinguished when he frowned ; bayishly
p03-080-01,Though Diana knew the name of every,Though Diana knew the name of every
p03-080-02,"member of the staff , distinguished or not ,","meisaber of the staff , distinguished or not ,"
p03-080-03,Nigel often had to think hard to sort,Nigel often had to think hard to sort
p03-080-05,"he now demanded . "" What was he","he now descended . "" What was he"
p03-121-01,at this time of year ? I can't ask you up because it 's,at this time of year ? I can't ask you up because it's
p03-121-03,"don't keep hinting , then . You wish you could","don't keep hinting , then . You wish you could"
p03-121-04,come with me ; you hope I 'll miss you ; you,come with me ; you hope I'll miss you ; you
p03-121-05,can't imagine the hospital without me for,can't imagine the hospital without me for
p03-135-00,"Her figure was small and exquisite , like a schoolgirl's still , and","Her figure was small and exquisite , like a schoolgirl's still , and"
p03-135-01,"he admired her legs , which the male sex were inclined to","he admired her legs , which the male sex were inclined to"
p03-135-02,"regard first . "" I would mind if you didn't "" he told her","regard first . "" I would mind if you didn't "" he told her"
p03-135-03,"grimly , and tugged her fiercely into his arms . "" You 're","grimly , and tugged her fiercely into his arms . "" You're"
